Nama Kecamatan,NPSN,Nama Sekolah,Alamat,Desa/Kelurahan,Kecamatan/Kota (LN),Kab.-Kota/Negara (LN),Propinsi/Luar Negeri (LN),Status Sekolah,Bentuk Pendidikan,Jenjang Pendidikan,Lintang,Bujur
Ciwidey,69886201,MIS Baitul Ghofur,Kp. Baru Sampeu Rt.01 Rw.11,LEBAKMUNCANG,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.088074,107.459973
Ciwidey,69982929,MIS BIRRUL WALIDAIN,KP. SUKAHAJI,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.1015,107.4323
Ciwidey,60707764,MIS MA SUKASIRNA,Surakerta  No. 14,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0769,107.4538
Ciwidey,60707765,MIS MATHLAUL ANWAR SUKAWENING,JL.CIWIDEY-SUKAWENING KM.04,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0745,107.4677
Ciwidey,60707766,MIS PANYOCOKAN I,Jl. Ciwidey-Panyocokan Km. 01 No. 003 Desa Panyocokan,PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.093,107.4655
Ciwidey,60707767,MIS PANYOCOKAN II,"Jl. Ciwidey-Panyocokan Km. 1, No. 003 Desa Panyocokan",PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.093,107.4655
Ciwidey,60707768,MIS RANCAGEDE,Jl. Kehutananan KM.2 Rancagede Ciwidey,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.1644,107.3263
Ciwidey,20278094,MTSS AL-HUDA MA RANCAGEDE CIWIDEY,Jl. Kehutanan Cibeber Km.2 Ciwidey Rt. 03/28,LEBAKMUNCANG,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.1042,107.4467
Ciwidey,20278095,MTSS MA SUKAWENING,Jl. Ciwidey Sukawening Km. 04,SUKAWENING,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0744,107.4678
Ciwidey,20278100,MTSS NURUL HIDAYAH MIFTAHURROJA,Jln. Ciwidey Lebakmuncang Km. 06 RT. 02 RW. 05,LEBAKMUNCANG,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0886,107.45
Ciwidey,20278096,MTSS PERSIS AL-MANAR,Jl. Raya Sukasari No. 85,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.104486,107.42435
Ciwidey,20278097,MTSS SALAFIYAH AL-MUSLIHIN,Jl.Desa Nengkelan Ciwidey KM 05 Bandung 40973,NENGKELAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0771,107.4578
Ciwidey,20278098,MTSS WANASARI,Jl. Ciwidey Panyocokan Km.01,PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0932,107.4648
Ciwidey,20278099,MTSS YAMISA CIWIDEY,Jl. Otong Kardana / Komp Mesjid Besar,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.1029,107.4625
Ciwidey,69927337,MTsSUlul Albab Ciwidey,Jl. Gombong Pasirmala Rt/rw.02/17,PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.1011,107.4557
Ciwidey,20206726,SDN AWISURAT,Kp. Awisurat,PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0841,107.4577
Ciwidey,20206699,SDN BABAKAN TIGA,Jln. Babakantiga No. 68,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.100331,107.465594
Ciwidey,20207018,SDN BATUKASUR,Jl.Batukasur,PANUNDAAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1052,107.4348
Ciwidey,20206877,SDN BOJONG JAMBU,Kp. Bojong Jambu,SUKAWENING,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.071654,107.468866
Ciwidey,20206878,SDN BOJONGGADOG,Kp.Bojonggadog,RAWABOGO,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0821,107.4435
Ciwidey,20207874,SDN CIBODAS,Kp. Cibodas,LEBAKMUNCANG,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0977,107.4377
Ciwidey,20207923,SDN CIBULAN,KP. CIBITUNG,SUKAWENING,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.063006,107.473321
Ciwidey,20208088,SDN CIJERUK,Kp. Babakan Cijeruk,SUKAWENING,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.069996,107.469834
Ciwidey,20207433,SDN CIPARIGI,Kp. Ciparigi,RAWABOGO,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0626,107.4429
Ciwidey,20207732,SDN CISUREN,Kp. Cisuren Rt 01 Rw 05,RAWABOGO,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0736,107.4343
Ciwidey,20207821,SDN CIWIDEY 01,Jln. Bhayangkara No. 346,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.103,107.4622
Ciwidey,20207830,SDN CIWIDEY 03,Kp. Sukasari,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1041,107.4596
Ciwidey,20207829,SDN CIWIDEY 04,Jl. Bhayangkara No. 51,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1039,107.4636
Ciwidey,20207827,SDN CIWIDEY 06,Kp. Babakan Tiga,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.10033,107.466409
Ciwidey,20207826,SDN CIWIDEY KOTA,Jl. Bhayangkara No.56,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.103,107.4626
Ciwidey,20207794,SDN CURUG,Kp. Curug,PANUNDAAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1077,107.4495
Ciwidey,20205764,SDN KINANGKI,Kp. Kinangki,NENGKELAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0606,107.4524
Ciwidey,20205792,SDN LEBAK MUNCANG 01,Kp. Sukamanah,LEBAKMUNCANG,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.097236,107.436035
Ciwidey,20205793,SDN LEBAK MUNCANG 02,Kp. Lebakmuncang,LEBAKMUNCANG,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0898,107.4495
Ciwidey,20205150,SDN MARGALUYU,Kp. Pasirmala,PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1004,107.4561
Ciwidey,20205031,SDN NANJUNG,Kp. Nanjung,LEBAKMUNCANG,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1077,107.4257
Ciwidey,20205120,SDN NENGKELAN,Jl. Surakerta No. 01,NENGKELAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0768,107.4559
Ciwidey,20205233,SDN PANYOCOKAN,Kp. Kadameteng,PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.09,107.4653
Ciwidey,20205314,SDN PASIRANGIN,Kp. Pasirangin,RAWABOGO,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.07723,107.446582
Ciwidey,20227554,SDN PASIRPARI,Kp. Pasirpari,NENGKELAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0751,107.4481
Ciwidey,20206399,SDN RAHAYU,Kp. Cibugel Rt 01/09,PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0957,107.4464
Ciwidey,20206238,SDN RANCAGEDE,Jl. Kehutanan No. 97,PANUNDAAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.105,107.4425
Ciwidey,20206287,SDN RAWABOGO,Kp. Simpang,RAWABOGO,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0764,107.4455
Ciwidey,20206601,SDN SIMPANG,Kp. Simpang No.557,PANUNDAAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.115245,107.445188
Ciwidey,20206618,SDN SINDANGSARI,Kp. Sindangsari,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.104,107.4547
Ciwidey,20205990,SDN SUKAWENING,Kp. Cadas Bodas,SUKAWENING,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.077891,107.469642
Ciwidey,20206165,SDN WARUNG CARINGIN,Kp. Warung caringin,RAWABOGO,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0604,107.4403
Ciwidey,69829371,SMP AL-WAFA CIWIDEY,JL. RAYA CIWIDEY KM.02,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.1071,107.4554
Ciwidey,69966319,SMP PLUS DARUL AMANAH CIWIDEY,Kp. Ciloa 1 RT. 04/06,PANYOCOKAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.100213,107.462174
Ciwidey,20206035,SMPN 1 CIWIDEY,Jl. Babakantiga No. 70,CIWIDEY,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.1001,107.4662
Ciwidey,20228399,SMPN 2 CIWIDEY,Jl.  Lebakmuncang Ciwidey,PANUNDAAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.1032844,107.4387274
Ciwidey,20253365,SMPN 3 CIWIDEY,Jl. Simpang Tiga No. 02 Rawabogo,RAWABOGO,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.075884,107.442892
Ciwidey,70051578,SPM WUSTHA MIFARO,Cimuncang Selatan Rt. 01 Rw. 08 No. 39,PANUNDAAN,KEC. CIWIDEY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SPM WUSTHA,DIKDAS,-7.10314185,107.4652649
Pasirjambu,70008962,MIS HIDAYATUL WILDAN GAMBUNG,JL. GAMBUNG RT/RW 01/04,MEKARSARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.133588534,107.5133622
Pasirjambu,69982933,MIS IBADURROHMAN KUSUMAHANI AL-BADRIYAH,KP.PAPAKMANGGU,CIBODAS,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.103875116,107.4897986
Pasirjambu,60726901,MIS ILHAM AL-GHIFARI,jln. Sindangsari Lio 01/07,CISONDARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0861,107.4632
Pasirjambu,60707838,MIS SUKARASA,KP. SUKARASA,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0964,107.4744
Pasirjambu,60726902,MIS TARBIYATUL QURAN,Jln HUS Hadirat,TENJOLAYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0935,107.589
Pasirjambu,20278171,MTsN 2 Bandung,Jl. Cidura No.1,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,MTs,DIKDAS,-7.0574,107.7526
Pasirjambu,20278170,MTSS AL MARUF,Kampung Awipuncak Rt. 004 Rw. 009,CIBODAS,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0987,107.5156
Pasirjambu,20278172,MTSS AL-AMAL GAMBUNG,Kp. Kebon Kai Gambung Rt. 1/4,MEKARSARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0735,107.7353
Pasirjambu,20278173,MTSS AL-BARKAH,Ponpes Sukasenang Jl. Salamanjah No.64 Rt.04/04,MEKARMAJU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0984,107.5809
Pasirjambu,20278174,MTSS AL-MUSLIMIN,Jl. Pptk Gambung Papakmanggu,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.1079,107.4919
Pasirjambu,60727381,MTSS JABAL NUUR 5891,Jl. Drs. Hadirat No.59 Kp. Liunggunung,-,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.203032,107.479506
Pasirjambu,20278175,MTSS ROUDHATUL ISLAM (YARIS),Kp. Muara Kubang Rt 002 Rw 10,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.126553,107.481254
Pasirjambu,20278176,MTSS ZAMAHSYARI,Jl. Sindangsari Lio Rt. 001/rw.007,CIBODAS,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0865,107.463
Pasirjambu,69986697,SD IT AT-TAJDIED,Jl. Pasanggrahan No. 47 RT 03/06,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.0977321,107.4717691
Pasirjambu,20206728,SDN ASTAKRAMA,Kp.Astakrama,CIKONENG,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0687,107.4876
Pasirjambu,20206972,SDN BALONG,Kp. Pasirawi RT.03 RW.08,CISONDARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.112,107.4846
Pasirjambu,20207871,SDN CIBODAS 01,Jl. Desa Cibodas RT. 01 RW. 02,CIBODAS,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0937,107.4838
Pasirjambu,20252310,SDN CIBODAS 02,Kampung Cigiri RT.01 RW.07,CIBODAS,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0927,107.4898
Pasirjambu,20207836,SDN CIBODAS 03,Kmp. Leuwiliang RT. 02 RW. 01,MEKARSARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1179,107.5029
Pasirjambu,20208152,SDN CIHANJAWAR 01,Jl. Tenjolaya,MARGAMULYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1051,107.4671
Pasirjambu,20208162,SDN CIHANJAWAR 02,Jl. Desa Margamulya,MARGAMULYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1123,107.4556
Pasirjambu,20208135,SDN CIKONENG,Kp. Cikoneng,CIKONENG,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0751,107.4714
Pasirjambu,20207484,SDN CIRANJANG 02,Kmp Kaca-kaca,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.120421,107.441832
Pasirjambu,20253239,SDN CISARUA,Kp. Pamandian,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1321,107.437
Pasirjambu,20207781,SDN CISEUPAN,Kmp. Ciseupan,CIBODAS,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0901,107.5042
Pasirjambu,20207735,SDN CISONDARI 01,Jl. Cisondari no. 24,CISONDARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0927,107.4793
Pasirjambu,20207734,SDN CISONDARI 02,Jalan PPTK Gambung,MEKARSARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1405,107.517
Pasirjambu,20207733,SDN CISONDARI 03,Kp.Pangkalan,CISONDARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.097,107.4788
Pasirjambu,20207824,SDN CUKANGGENTENG 01,Kp. Andir RT.02 RW.02,CUKANGGENTENG,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0787,107.4863
Pasirjambu,20207823,SDN CUKANGGENTENG 02,Kmp. Cinangka,CUKANGGENTENG,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0861,107.4882
Pasirjambu,20207822,SDN CUKANGGENTENG 03,Jalan Raya Soreang Ciwidey Km.25 Kp.Cukanggenteng RT.03 RW.01,CUKANGGENTENG,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0702,107.4922
Pasirjambu,20207795,SDN CULAMEGA,Kp. Culamega,CIKONENG,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.058,107.4941
Pasirjambu,20207655,SDN DEWATA,Kmp Dewata,TENJOLAYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.2161,107.476
Pasirjambu,20207638,SDN GAMBUNG,Kp. Gambung,MEKARSARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1177,107.5021
Pasirjambu,20205481,SDN KENDENG,Kp. Camara,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1842,107.448
Pasirjambu,20205471,SDN KERTAWESI,Kp Mekarsari Lio RT.001 RW.011,MEKARMAJU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0867,107.4637
Pasirjambu,20205756,SDN KUTAWARINGIN,Kp. Balong,CISONDARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1155,107.4891
Pasirjambu,20205725,SDN MAKBUL,Kp. Makbul NO. 87,MARGAMULYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1049,107.4611
Pasirjambu,20205129,SDN MARGAMULYA 01,Kmp. Toge,MARGAMULYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1123,107.4575
Pasirjambu,20205128,SDN MARGAMULYA 02,kp. Margamulya,MARGAMULYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1127,107.457
Pasirjambu,20205182,SDN MEKARMAJU,Kp. Bojong Kawung,MEKARMAJU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.088,107.4708
Pasirjambu,20205231,SDN PAPAKMANGGU,Jl. PPTK Gambung,CIBODAS,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1042,107.4888
Pasirjambu,20205225,SDN PARANGGONG,Kmp. Ciaul,CISONDARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1198,107.4946
Pasirjambu,20206362,SDN PASIRJAMBU 03,Kmp.Lapang Jendral,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0872,107.4756
Pasirjambu,20206341,SDN PATUHA,Perk. Patuahwattee,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.2098,107.4025
Pasirjambu,20206274,SDN RANCABOLANG,Perk. Teh Rancabolang,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1954,107.4316
Pasirjambu,20206437,SDN SUGIHMUKTI,Perk. Teh Paranggong,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.2405,107.4366
Pasirjambu,20206513,SDN SUKAMAJU,Kp. Sindang Mulya RT 03 RW 03,TENJOLAYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1041,107.4678
Pasirjambu,20206495,SDN SUKAMANAH,Kp. Perkebunan Babakan Rancabolang Pasirjambu,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1745,107.3988
Pasirjambu,20205949,SDN SUKARASA,Kp. Sukarasa Pasirjambu,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0968,107.4758
Pasirjambu,20205997,SDN TALAGA,Kp.Talaga,CISONDARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1117,107.478
Pasirjambu,20205849,SDN TENJOLAYA 01,Tenjolaya,TENJOLAYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1174,107.4714
Pasirjambu,20205847,SDN TENJOLAYA 02,Kmp Tenjolaya,TENJOLAYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.115,107.4674
Pasirjambu,20205834,SDN TENJOLAYA 03,Kampung Cipongpok,TENJOLAYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1203,107.4661
Pasirjambu,20205917,SDN TENJOLAYA 04,Kmp.Tenjolaya Kolot,TENJOLAYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.1092,107.4712
Pasirjambu,69906684,SMP IT  BAITURRIDO,JL. PANDEROSA NO 1,TENJOLAYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.106261,107.468419
Pasirjambu,69983826,SMP IT Darul Ulum,Jl. Makom Karomah Kabuyutan  RT 03/01,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0825,107.483112
Pasirjambu,69986024,SMP KARYA BHAKTI MARGAMULYA,Kp. Lio RT 04/12,MARGAMULYA,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.1136,107.457
Pasirjambu,20227677,SMP KP PASIRJAMBU,Jl. Raya Sukarasa No. 160,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0948,107.4747
Pasirjambu,69908715,SMP MUARA MADANI,JL. DESA CIKONENG,CIKONENG,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0759,107.473552
Pasirjambu,20227743,SMP PERKAPEN RANCABALI,PTPN VIII PERKEBUNAN RANCABOLANG,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.1947,107.4318
Pasirjambu,20228339,SMP PGRI PASIRJAMBU,Jl. Cisondari No. 24,CISONDARI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0928,107.4788
Pasirjambu,20228341,SMP PIB PASIRJAMBU,Kp. Papakmanggu Rw.11 Cibodas,CIBODAS,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.10328,107.489868
Pasirjambu,20206112,SMPN 1 PASIRJAMBU,Jl. Stasiun Cisondari No.6,PASIRJAMBU,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.0911,107.4761
Pasirjambu,20255448,SMPN 2 PASIRJAMBU,Jl. Kaca-kaca,SUGIHMUKTI,KEC. PASIRJAMBU,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.1248,107.4434
Cimaung,69976207,ASY-SYAFA`AT,Kp. Maruyung RT 04/03,CIPINANG,KEC. CIMAUNG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.09926038,107.5568365
Cimaung,70049575,MI AL MUQODDASAH,"Jl. Raya Banjaran-Pangalengan KM. 22, KP. Garduh No. 648 RT 001/001",JAGABAYA,KEC. CIMAUNG,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.072556503,107.5648722
