Nama Kecamatan,NPSN,Nama Sekolah,Alamat,Desa/Kelurahan,Kecamatan/Kota (LN),Kab.-Kota/Negara (LN),Propinsi/Luar Negeri (LN),Status Sekolah,Bentuk Pendidikan,Jenjang Pendidikan,Lintang,Bujur
Ciparay,20227717,SMP PGRI 2 CIPARAY,Jl. Sukadana No. 30,MANGGUNGHARJA,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.036478,107.717646
Ciparay,20267920,SMP PLUS ROBITOH,Jl. Raya Pacet No 128 Sekesalam,PAKUTANDANG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0467,107.7101
Ciparay,20228368,SMP TERPADU BAITURRAHMAN,Jl. Rancakole Kamp.bojong,CIKONENG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0715,107.7028
Ciparay,20227762,SMP TUNAS BARU CIPARAY,Jl. Raya Laswi - Ciparay No.492,GUNUNGLEUTIK,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.035,107.709
Ciparay,20227763,SMP TUNAS PEMBANGUNAN,Jl. Raya Pacet No. 162,PAKUTANDANG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0515,107.7097
Ciparay,20227798,SMP YAPI AL HUSAENI,Kp. Lebakbiru  Rt. 04 Rw. 11,CIHEULANG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0256,107.6809
Ciparay,20227783,SMP YPI CIPARAY,Jl. Raya Pacet No. 396,CIKONENG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0814,107.7073
Ciparay,20206040,SMPN 1 CIPARAY,Jln. Laswi No. 809 Manggungharja,MANGGUNGHARJA,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.0378,107.7217
Ciparay,20206104,SMPN 2 CIPARAY,Jl. Sumbersari,SUMBERSARI,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.000167,107.714031
Ciparay,20206098,SMPN 3 CIPARAY,Jl. Rancakole No. 75 Ciparay,MEKARLAKSANA,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.072042,107.692974
Baleendah,69956145,An-Na iim,Jl. Cilebak Rt. 03 Rw. 02,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-6.9834,107.5956
Baleendah,69955911,An-Nur,Kp. Sindang Sari Rt.07 Rw.15,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0124,107.6557
Baleendah,69955912,Kharisma Nusantara,Jl. Raya Andir No.216 Rt.10 Rw.3,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-6.983200615,107.6136505
Baleendah,70043524,MI AL AZHAR 2,Jl.Mekarsari Rt.06 Rw 23,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.004123931,107.6367409
Baleendah,70043521,MI ASY SYIFA AULIA,Kp. Cupu Rt 02 Rw 08,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-6.988058037,107.5927321
Baleendah,60707717,MIS AL-HIDAYAH,Jl. Mulyasari RT 01/19,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0117,107.6338
Baleendah,60726878,MIS AN-NUR,Kp. Sindang Sari RT 07 / RW 15,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0125,107.6554
Baleendah,60707718,MIS BAITUL HUDA,Jl. H. Mulya Kp. Mekarsari Rt. 02/09,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.025,107.6788
Baleendah,70049892,MIS MALAHAYATI,KP RANCAMANUK,-,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.006854772,107.6733163
Baleendah,60707716,MIS MATHLAUL HUDA,Jln.Cempaka Raya Samping Komplek Perumahan Bumi Sari Indah(BSI) RT.02 RW.16,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.030339,107.629468
Baleendah,60707715,MIS NURUL HUDA,Baleendah,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-6.9947,107.6215
Baleendah,60726879,MIS NURUSSALAM SM,Kp mekarsari 01/23 kec. baleendah kel. baleendah kab. bandung,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0018,107.6343
Baleendah,60707719,MIS PERSIS NO. 8 PAMEUTINGAN,Kp. Pameutingan RT. 01 RW. 09 Kec. Baleendah Kab. Bandung,MALAKASARI,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0163,107.6029
Baleendah,69886327,MIS Plus Kharisma Nusantara,Baleendah,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0291,107.6624
Baleendah,70048159,MIS PULPEN,Jl. Laswi Kp. Baru Pasar Kamis Rt 05 Rw 18,-,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.015668664,107.6489129
Baleendah,69982930,MIS SEKOLAH ALAM GAHARU,BLOK SIPATAHUNAN,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.0038,107.621
Baleendah,70029599,MTs An-Na`iim,Kp. Cilebak Jl. Saketi RT/RW 003/002,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-6.9833,107.5978
Baleendah,70048682,MTS HANNAKI,Kp. Kulalet Rt.004/Rw.008,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-6.994767913,107.6220024
Baleendah,70045454,MTS SEKOLAH ALAM GAHARU,Jl.Rd. T. Endung Suria Putra I Rt 01 Rw 16,-,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.003896577,107.6209086
Baleendah,20278051,MTSS AL-IHSAN,Jl. Adipati Agung No.40 Rt. 01 Rw. 17,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-6.9744,107.5421
Baleendah,20278052,MTSS AS-SALAM,Kp. Rancamanuk Rt.01/13,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0067,107.6741
Baleendah,20278060,MTSS AS-SOLEHHIYAH,Kp. Mekarsari Rt.01/23,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0499,107.7277
Baleendah,60727356,MTSS MATHLAUL HUDA,Jl. Cimuncang No.01 Pasarkemis,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0265,107.644
Baleendah,20278053,MTSS YPBS BAITUL IKHLAS,Jl Anggadireja Kp. Mulyasari,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0547,107.7572
Baleendah,69968271,SD AL-AMANAH,Jl. Prima Raya III C.15 No. 3,MALAKASARI,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.002565,107.613496
Baleendah,20228118,SD AL-MABRUR,Jl.Patrol V Kavling 2 - 4,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.006715,107.627441
Baleendah,20252437,SD AR RAFI` DRAJAT,Jl. Raya Banjaran No.173 A Km.12,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.0111498,107.6105136
Baleendah,20227585,SD INDRIYASANA,Jl.Laswi No.56 B Baleendah,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.0115,107.6322
Baleendah,69973148,SD IT AZ-ZAHRA,Kp. Bojong Sayang RT 03 RW 4,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.982943,107.592314
Baleendah,69954834,SD IT BHAKTI PERTIWI,JL. MEKARSARI RT 06 RW 22,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.00113,107.633271
Baleendah,70052209,SD IT Tunas Harapan,"Komplek Rancamas Asri Blok C No. 29 RT 011, RW 019",RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-6.9937,107.6025
Baleendah,69973316,SD IT USWATUN HASANAH,Jl. Raya Laswi Cipicung RT 03/03,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.0100088,107.639135
Baleendah,20206633,SD MUHAMMADIYAH 4,Jl. Bojongmalaka No. 131,BOJONGMALAKA,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.0002,107.6084
Baleendah,69955528,SD WIDURI,Jl. Adikusumah Balesarakan RT 01/17,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.0030781,107.6212996
Baleendah,20254184,SDIT FITHRAH INSANI 2,Jl.Laswi No. 177A,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.0158,107.6481
Baleendah,70054005,SDIT Hamidah Sampurna,Jl. Raya Siliwangi No.386 RT.008 RW.004,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.0105,107.6413
Baleendah,70054689,SDIT Santiniketan,"Jl. Adipati Agung No.40, Rt.01 Rw.17 Baleendah, Kec. Baleendah, Kabupaten Bandun",BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SD,DIKDAS,-7.004790416,107.6231438
Baleendah,20206635,SDN ANDIR 01,Kp. Jambatan,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9926,107.6239
Baleendah,20206644,SDN ANDIR 02,Kp. Sukamelang,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0141,107.6124
Baleendah,20227515,SDN BALEENDAH,Jl. Situ Sipatahunan RT 05 RW 05,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.013,107.6272
Baleendah,20206969,SDN BALEENDAH 02,Jl.situsipatahunan,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.013,107.6269
Baleendah,20206967,SDN BALEENDAH 04,Jl.situsipatahunan,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0133597,107.6278228
Baleendah,20206839,SDN BOJONGMALAKA 01,Bojongmalaka,BOJONGMALAKA,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0015,107.6087
Baleendah,20206866,SDN BOJONGMALAKA 02,Bojongmalaka,BOJONGMALAKA,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0015,107.609
Baleendah,20206908,SDN BUKITMULYA,Kp. Bukitmulya,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0227,107.6406
Baleendah,20207987,SDN CANGKRING 01,Kp. Nangerang Rt.05 Rw 003,JELEKONG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0275,107.6574
Baleendah,20207986,SDN CANGKRING 02,Jl. Laswi No.305,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0225,107.669
Baleendah,20207984,SDN CANGKRING 03,Kp.Ciparia,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0295,107.6734
Baleendah,20207983,SDN CANGKRING 04,Jl. Raya Laswi No. 251 RT 02 RW 15,JELEKONG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0236,107.6635
Baleendah,20207982,SDN CANGKRING 05,Jl. Laswi No.305,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0226,107.6688
Baleendah,20208034,SDN CIBADAK 01,Kp. Cibadak,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9871,107.6156
Baleendah,20208032,SDN CIBADAK 02,Jl. Cibadak,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9872,107.6157
Baleendah,20208031,SDN CIBADAK 03,KP. Ciodeng I Jl.Katapang-Andir Kec.Baleendah Kabupaten Bandung 40375,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9872,107.6158
Baleendah,20207607,SDN CIMUNCANG,Kp. Cimuncang,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0201,107.6482
Baleendah,20207598,SDN CIODENG,Jl.terusan Andir,BOJONGMALAKA,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.983,107.6051
Baleendah,20207503,SDN CIPTAKARYA,Kp.Cipicung Rt 08 Rw 02,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0168,107.6341
Baleendah,20207488,SDN CIPTAWINAYA,Jl. Terusan Siliwangi No.47 Cipicung,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0113,107.6376
Baleendah,20207631,SDN GALIHPAWARTI,Jl. Kujang No.24,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.009,107.6335
Baleendah,20207722,SDN GIRIHARJA,Kp.giriharja,JELEKONG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0218,107.6554
Baleendah,20207718,SDN GIRIMEKAR,Kp. Gugunungan,JELEKONG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0305,107.6615
Baleendah,20205621,SDN JATI 01,Kp. Parunghalang,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9817,107.6166
Baleendah,20205619,SDN JATI 02,Kp. Parunghalang,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.981,107.6167
Baleendah,20205617,SDN JATI 03,Kp. Parunghalang,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9813,107.6169
Baleendah,20205585,SDN JATIMEKAR,Jl. Raya Andir Kp. Jatimekar,BOJONGMALAKA,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9872,107.6046
Baleendah,20205580,SDN JATISARI,Kp. Cimuncang,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0202,107.6478
Baleendah,20205579,SDN JELEKONG,Kp.jelekong,JELEKONG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0275,107.6577
Baleendah,20228142,SDN KAWUNGSARI,Kp.kawungsari,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0302,107.6745
Baleendah,20205516,SDN KAWUNGSARIGIRANG,Kp. Kawungsari Girang RT 02 RW 08,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0268,107.6827
Baleendah,20205772,SDN KORPRI 01,Jl. Adipati Kertamanah No.59,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0049,107.6173
Baleendah,20205759,SDN KORPRI 02,Jl. Adipati Kertamanah No.59,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0049,107.617
Baleendah,20205758,SDN KORPRI 03,Jl.adipatikertamanah No.59,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0047,107.6172
Baleendah,20205737,SDN KULALET 01,Jl. Raya Banjaran Km. 11 No. 212,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0047207,107.6155722
Baleendah,20205736,SDN KULALET 02,Jl.Raya Banjaran No.212,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0049283,107.6156929
Baleendah,20228149,SDN MALAKASARI,Kp. Bojongcibodas Baleendah,MALAKASARI,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.008,107.6061
Baleendah,20205707,SDN MANGGAHANG 01,Jl. Laswi No. 161,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0147,107.6451
Baleendah,20205706,SDN MANGGAHANG 02,Jl. Raya Laswi No. 86,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.013,107.6383
Baleendah,20205705,SDN MANGGAHANG 03,Jl. Laswi No.157 RT. 09 RW. 05,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0144,107.6444
Baleendah,20205137,SDN MARGALUYU,Kp. Curug,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0389,107.6688
Baleendah,20205197,SDN MEKARSARI,JL. R.A.A. WIRANATAKUSUMAH,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0017,107.6195
Baleendah,20205063,SDN MUNJUL,Kp.Pasarkemis,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0176,107.6507
Baleendah,20206337,SDN PASIRPAROS,Jl.kiastramanggala Rt 03 Rw 12,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0093,107.6214
Baleendah,20206307,SDN RANCAMANYAR 01,Kp.Bojongkukun,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9966,107.597
Baleendah,20206306,SDN RANCAMANYAR 02,Jl. Raya Penclut No.26,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9852038,107.593385
Baleendah,20206305,SDN RANCAMANYAR 03,Jl.cilebak,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9838,107.5964
Baleendah,20228171,SDN RANCAMANYAR 06,Jl. Raya Penclut,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9853316,107.5932214
Baleendah,70052986,SDN RANCAMANYAR 07,KP. NUSA,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.988029241,107.6021896
Baleendah,20206323,SDN RANCAPANJANG,Kp.babakan,RANCAMANYAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-6.9865,107.5959
Baleendah,20205701,SDN RD. MANGKUDIKUSUMAH,Jl.laswi No.68,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0212,107.6768
Baleendah,20206300,SDN RIUNGGUNUNG,Jl. Cimuncang,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0201,107.6477
Baleendah,20206562,SDN SARIMALAKA,Kp.pameutingan,MALAKASARI,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0143,107.5992
Baleendah,20206617,SDN SINDANGSARI,Kp.Sindangsari,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0089,107.6583
Baleendah,20206594,SDN SIPATAHUNAN,Jl. Mekarsari No.03,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0018,107.6354
Baleendah,20206520,SDN SUKAJADI,Kp. Sukajadi,JELEKONG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0078,107.6664
Baleendah,20205956,SDN SUKAMULYA,Kp. Rancamanuk Rt. 03 Rw. 13,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SD,DIKDAS,-7.0064,107.6758
Baleendah,69955910,Sekolah Cinta Ilmu,"Jl. Raya Laswi No.316, Kp. Kawungsari Rt 03/11",WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MTs,DIKDAS,-7.0207,107.6732
Baleendah,69956144,Sekolah Cinta Ilmu,"Jl. Laswi No.316, Kawungsari Hilir",WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,MI,DIKDAS,-7.021377385,107.6735584
Baleendah,20227627,SMP AL QONA AH,Jl. Giriharja No.41,JELEKONG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.026,107.655
Baleendah,20227646,SMP BINA NEGARA 2,Jln. Raya Andir No.216 Rt.10 Rw.03,ANDIR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.9893,107.6217
Baleendah,20227637,SMP BPPI BALEENDAH,Jl. Adipati Agung No. 23,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.9989,107.6236
Baleendah,20252491,SMP GEMAH BALEENDAH,Jl. Laswi Giriharja No. 3 RT. 01 RW. 03,JELEKONG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0284,107.6558
Baleendah,20252885,SMP HARAPAN BANGSA,Jl.puradinata No.66,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0078,107.6212
Baleendah,70036397,SMP IT Darul Majid,Jl. Raya Laswi No.10 RT.02 RW.10,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0112,107.6725
Baleendah,60726650,SMP IT FITHRAH INSANI 2,JL. LASWI NO. 177 B,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0161,107.6483
Baleendah,20206183,SMP KP 1 BALEENDAH,Jl. Adipati Agung No. 32,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0024,107.6223
Baleendah,20227698,SMP MUHAMMADIYAH 6 BALEENDAH,"Jl. Jatimekar, Bojongmalaka, Kec. Baleendah, Bandung, Jawa Barat 40375",BOJONGMALAKA,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-6.9939418,107.6053441
Baleendah,20227707,SMP MUTIARA SANDI,Jl. Raya Laswi No. 345,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0188,107.654
Baleendah,70029849,SMP NEGERI 4 BALEENDAH,"JL. KERENCENG - JATIMEKAR DESA BOJONG MALAKA, KEC. BALEENDAH, KAB. BANDUNG",BOJONGMALAKA,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-6.9953,107.6061
Baleendah,70031473,SMP NEGERI 5 BALEENDAH,KP. NEGLASARI RT. 09 RW. 10,MANGGAHANG,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,NEGERI,SMP,DIKDAS,-7.0115,107.3852
Baleendah,20227722,SMP PGRI BALEENDAH,Jl. Tpa Wagamekar,WARGAMEKAR,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.025,107.6687
Baleendah,20252481,SMP PLUS AL ISTIQOMAH,Jl. Laswi Cipeuteuy-Baleendah Rt. 01/04,BALEENDAH,KEC. BALEENDAH,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,SMP,DIKDAS,-7.0119,107.6331
